1649,746,2308,890,1668,2165,
1714,750,2308,924,1646,2059,
1729,750,2309,928,1616,2165,
1839,761,2304,973,1583,2188,
2056,782,2302,1029,1484,2204,
2177,812,2300,1084,1379,2212,
2167,850,2306,1117,1280,2190,
1827,817,2309,1076,1368,2133,
1521,785,2317,994,1520,1870,
1463,853,2322,921,1307,1587,
1476,879,2326,893,1230,1535,
1504,787,2319,872,1482,1803,
1649,745,2308,890,1666,2156,
1715,748,2309,910,1646,2167,
1727,749,2308,934,1619,2157,
1612,761,2306,969,1586,2187,
2057,778,2303,1020,1484,2205,
2176,813,2301,1097,1378,2205,
2170,851,2303,1126,1285,2201,
1831,822,2310,1081,1368,2133,
1511,784,2314,993,1518,1868,
1464,847,2322,941,1305,1590,
1476,880,2333,892,1232,1542,
1513,788,2319,874,1481,1804,
1650,744,2308,904,1676,2152,
1714,749,2308,915,1646,2166,
1729,748,2308,915,1617,2165,
1838,761,2306,939,1586,2186,
2062,781,2302,1010,1482,2188,
2177,812,2301,1055,1375,2205,
2169,844,2301,1077,1282,2195,
1832,820,2308,1027,1367,2139,
1524,779,2317,940,1525,1870,
1461,849,2322,878,1304,1588,
1476,879,2323,848,1237,1540,
1503,788,2317,840,1485,1802,
1638,607,2308,864,1667,2146,
1712,755,2308,887,1646,2166,
1721,749,2308,894,1617,2166,
1840,691,2303,931,1587,2185,
2057,781,2308,988,1483,2201,
2175,812,2284,1046,1382,2203,
2165,846,2313,1083,1282,2196,
1833,823,2308,1044,1365,2132,
1523,779,2309,974,1529,1879,
1463,847,2334,911,1310,1590,
1476,884,2323,799,1226,1539,
1501,791,2315,867,1482,1793,
1642,744,2304,890,1667,2148,
1714,749,2306,916,1646,2166,
1724,749,2309,934,1617,2150,
1830,761,2302,968,1586,2184,
2052,779,2299,1021,1483,2202,
2175,808,2302,1081,1380,2209,
2170,847,2308,1120,1282,2194,
1833,824,2303,1098,1363,2136,
1521,776,2323,1010,1517,1875,
1462,847,2324,934,1311,1593,
1476,882,2310,890,1226,1538,
1501,788,2322,878,1489,1792,
1642,744,2317,877,1669,2149,
1714,749,2309,920,1647,2168,
1602,747,2317,915,1622,2166,
1833,761,2306,934,1584,2184,
2051,779,2303,996,1483,2201,
2175,810,2300,1050,1380,2202,
2170,844,2303,1073,1289,2196,
1842,824,2309,1024,1359,2137,
1521,778,2314,936,1524,1877,
