1219,838,2271,644,1156,1418,
1255,833,2270,710,1166,1486,
1281,824,2269,662,1173,1550,
1310,859,2268,737,1173,1617,
1353,832,2265,689,1177,1695,
1389,836,2263,766,1172,1765,
1450,847,2261,726,1129,1830,
1505,860,2258,810,1096,1887,
1560,875,2257,772,1044,1921,
1621,903,2256,863,989,1875,
1667,942,2264,818,932,1788,
1680,980,2265,894,886,1691,
1675,1020,2268,842,861,1588,
1658,1054,2269,910,820,1496,
1606,1077,2270,840,796,1411,
1546,1096,2277,895,787,1341,
1479,1097,2280,802,788,1285,
1414,1089,2281,838,788,1236,
1355,1073,2282,747,808,1201,
1307,1045,2284,774,821,1176,
1271,1018,2285,689,852,1164,
1237,990,2282,722,865,1159,
1211,958,2272,649,915,1163,
1188,929,2284,704,967,1173,
1173,900,2283,641,1011,1192,
1173,885,2281,695,1032,1229,
1176,874,2275,632,1079,1274,
1193,863,2275,689,1118,1316,
1205,849,2271,642,1139,1363,
1221,834,2274,705,1169,1423,
1256,834,2269,658,1179,1492,
1285,822,2267,722,1186,1559,
1315,830,2265,675,1189,1620,
1354,821,2262,748,1182,1700,
1400,834,2266,708,1155,1771,
1455,858,2259,785,1128,1836,
1511,865,2258,749,1098,1903,
1571,897,2257,829,1044,1921,
1623,927,2258,796,984,1853,
1666,939,2259,870,930,1781,
1680,978,2262,773,886,1689,
1679,1024,2268,800,855,1585,
1650,1052,2270,752,831,1488,
1602,1081,2273,838,795,1408,
1545,1096,2275,782,787,1331,
1479,1095,2280,845,791,1282,
1410,1089,2282,761,795,1237,
1353,1071,2282,794,812,1201,
1302,1044,2284,715,824,1174,
1269,1011,2285,752,859,1161,
1237,991,2283,675,888,1157,
1210,960,2285,722,921,1162,
1186,926,2282,657,957,1175,
1173,893,2283,699,1006,1191,
1176,888,2282,637,1044,1231,
1185,854,2279,695,1083,1268,
1196,879,2277,643,1115,1318,
1207,856,2273,698,1143,1364,
1225,812,2272,653,1169,1431,
1259,831,2268,718,1185,1503,
1287,831,2267,670,1187,1555,
1319,832,2267,735,1187,1625,
1356,831,2266,694,1181,1695,
1405,855,2260,765,1156,1779,
1461,846,2259,730,1131,1840,
1516,851,2256,811,1089,1890,
1574,881,2256,774,1040,1920,
1625,911,2258,864,979,1869,
1667,950,2260,821,928,1776,
1682,985,2262,895,884,1679,
1677,1024,2268,839,852,1570,
1646,1060,2269,924,816,1480,
1595,1083,2272,860,800,1401,
1534,1096,2275,887,789,1327,
1479,1096,2281,799,790,1268,
1405,1089,2281,831,792,1223,
1351,1071,2283,747,812,1179,
1301,1046,2283,766,832,1159,
1264,1010,2284,697,860,1168,
1232,982,2283,733,890,1157,
1206,952,2285,662,924,1148,
1185,921,2283,708,965,1178,
1173,899,2282,644,1010,1197,
1176,882,2282,688,1048,1237,
1185,886,2279,635,1083,1282,
1197,864,2273,694,1116,1328,
1203,847,2272,644,1147,1376,
1227,839,2270,702,1172,1431,
1262,833,2265,658,1185,1508,
1289,832,2268,722,1186,1574,
1324,834,2265,702,1188,1638,
1365,830,2258,747,1177,1712,
1408,838,2260,712,1153,1788,
1463,845,2256,795,1126,1846,
1521,863,2257,763,1085,1898,
1579,881,2257,841,1032,1913,
1632,915,2256,807,971,1859,
1667,952,2256,879,918,1766,
1674,993,2260,839,878,1666,
1675,1030,2269,902,850,1563,
1639,1061,2268,847,816,1471,
1588,1084,2267,889,799,1394,
1521,1097,2275,812,789,1328,
1447,1098,2273,844,789,1276,
1398,1085,2282,763,798,1232,
1346,1076,2277,791,799,1190,
1297,1036,2282,716,838,1172,
1261,1015,2281,747,863,1158,
1232,980,2285,683,890,1162,
1199,947,2277,717,932,1165,
1184,922,2270,644,967,1177,
1173,898,2277,696,1013,1200,
1175,878,2278,642,1052,1247,
1185,871,2264,691,1085,1284,
1198,858,2265,646,1116,1330,
1210,845,2268,705,1145,1381,
1227,838,2268,658,1173,1423,
1262,837,2268,713,1185,1509,
1292,834,2262,670,1185,1577,
1326,832,2262,734,1185,1642,
1368,831,2256,698,1182,1715,
1413,832,2259,764,1149,1790,
1469,849,2256,735,1122,1849,
1527,863,2256,810,1081,1896,
1584,885,2254,784,1026,1912,
1637,915,2274,863,967,1845,
1672,955,2262,830,915,1754,
1679,994,2260,894,878,1664,
1674,1032,2277,851,846,1560,
1636,1061,2254,899,813,1468,
1587,1087,2258,838,798,1385,
1521,1100,2275,869,829,1323,
1457,1096,2277,789,787,1275,
1395,1084,2281,840,882,1226,
1340,1066,2283,737,812,1199,
1293,1037,2285,766,836,1173,
1260,1011,2287,696,864,1160,
1225,976,2284,729,892,1160,
1200,945,2282,641,928,1168,
1181,923,2282,710,969,1180,
1175,895,2283,650,1017,1205,
1176,881,2277,694,1056,1249,
1185,874,2278,640,1088,1289,
1204,857,2274,691,1121,1334,
1211,845,2273,649,1148,1391,
1233,838,2268,702,1173,1447,
1266,834,2269,661,1183,1514,
1294,831,2267,718,1186,1574,
1328,831,2264,688,1188,1650,
1376,832,2264,760,1177,1721,
1418,838,2259,723,1125,1796,
1474,850,2259,801,1105,1854,
1534,864,2256,766,1076,1903,
1588,887,2258,848,1020,1904,
1642,920,2259,816,965,1843,
1675,961,2261,886,911,1741,
1682,1001,2262,850,876,1655,
1671,1036,2269,943,841,1550,
1636,1065,2272,868,812,1463,
1581,1085,2272,899,796,1380,
1524,1098,2273,822,787,1321,
1452,1096,2280,849,789,1269,
1391,1084,2283,770,799,1225,
1337,1066,2282,791,812,1192,
1289,1034,2282,750,838,1171,
1252,1007,2283,750,865,1161,
1227,967,2284,687,895,1160,
1200,944,2284,726,933,1172,
1181,924,2283,668,976,1181,
1173,895,2281,708,1019,1208,
1178,881,2281,658,1078,1252,
1187,873,2277,707,1091,1289,
1199,856,2272,658,1126,1334,
1211,842,2273,709,1147,1391,
1233,834,2270,670,1174,1456,
1268,831,2267,724,1184,1522,
1297,831,2267,689,1185,1586,
1331,832,2265,749,1186,1659,
1380,834,2261,719,1173,1733,
1424,841,2259,787,1148,1803,
1482,853,2258,762,1118,1861,
1534,864,2256,838,1071,1906,
1594,894,2256,812,1019,1907,
1643,923,2257,890,958,1840,
1674,964,2261,862,907,1741,
1682,1006,2263,928,872,1647,
1669,1036,2268,882,839,1543,
1629,1069,2269,929,813,1455,
1579,1085,2272,870,795,1376,
1509,1098,2278,899,788,1316,
1447,1096,2278,821,789,1266,
1384,1083,2282,846,805,1222,
1334,1061,2282,768,813,1189,
1289,1032,2282,787,840,1168,
1256,1004,2283,720,869,1162,
1226,971,2285,746,900,1164,
1199,941,2285,685,938,1173,
1186,918,2283,718,981,1184,
1174,893,2282,667,1023,1213,
1178,879,2281,705,1061,1254,
1187,869,2278,658,1094,1297,
1212,857,2274,705,1121,1341,
1207,843,2274,666,1152,1404,
1237,838,2269,713,1177,1459,
1270,832,2267,680,1184,1532,
1300,830,2264,735,1186,1594,
1333,833,2231,702,1185,1662,
1380,836,2264,768,1173,1741,
1430,840,2259,736,1147,1808,
1484,853,2256,808,1116,1868,
1538,873,2256,786,1070,1909,
1598,887,2256,864,1019,1907,
1641,842,2256,840,955,1830,
1678,967,2261,915,905,1737,
1678,1007,2262,878,868,1638,
1667,1042,2257,936,838,1535,
1627,1070,2269,884,811,1448,
1570,1092,2271,918,795,1373,
1509,1098,2270,853,787,1311,
1447,1096,2280,870,791,1263,
1381,1084,2281,792,800,1221,
1339,1062,2282,812,815,1187,
1289,1027,2283,742,842,1172,
1256,1006,2282,765,869,1162,
1251,969,2282,704,904,1164,
1216,941,2284,734,940,1173,
1187,917,2283,675,982,1184,
1182,891,2281,711,1024,1215,
1195,878,2281,658,1066,1256,
1205,866,2270,709,1088,1299,
1201,856,2274,656,1127,1346,
1215,844,2269,708,1152,1403,
1243,837,2270,671,1179,1466,
1272,834,2268,726,1184,1534,
